id,khabar-gozari,c-comment,tag,TF-IDF,TF,IDF,KhabarGozaryMatch,TimeDiff,row id,MaxID,MacIndex
1127859,Khabaronline,107,off-topic,0,0,0,1,0,0,1127859,0
928542,Tabnak,0,off-topic,0.987102207,0.997493734,0.994554119,0,76680,1,1127859,0
928852,Tabnak,1,off-topic,0.470594267,0.672802421,0.626322612,0,204480,2,1127859,0
156511,Fardanews,71,off-topic,0.992867489,0.992650283,0.996546059,0,856920,3,1127859,0
930846,Tabnak,0,off-topic,0.156446665,0.347226331,0.159501036,1,978960,4,928852,2
1140826,Khabaronline,1,off-topic,0.072531397,0.179744132,0.05484955,0,4918380,5,930846,4
1141599,Khabaronline,110,new,0.089175157,0.228385068,0.079642046,0,6402360,6,928852,2
163323,Fardanews,47,old,0.380084227,0.605903164,0.39307885,0,3600,7,1141599,6
1141618,Khabaronline,187,new,0.495691985,0.652430312,0.525186524,0,7740,8,163323,7
1141631,Khabaronline,446,new,0.389999059,0.603856222,0.407154345,1,15900,9,1141599,6
943361,Tabnak,0,old,0.914326869,0.926965164,0.92062402,0,5280,10,1141618,8
1141659,Khabaronline,145,new,0.361097813,0.672341789,0.494177386,1,10080,11,1141631,9
943385,Tabnak,0,old,0.982402275,0.960934072,0.968462511,0,22800,12,163323,7
163358,Fardanews,47,old,0.984485005,0.996968771,0.991294604,0,11220,13,1141631,9
943445,Tabnak,121,new,0.564189676,0.786431312,0.666797511,0,39180,14,1141618,8
1141744,Khabaronline,50,old,0.59168708,0.724603167,0.521504405,0,65100,15,943361,10
163378,Fardanews,2,tahlil,0.079855426,0.357287971,0.184825157,0,5508060,16,930846,4
163388,Fardanews,0,off-topic,0.06087672,0.237892571,0.07757508,0,37320,17,943445,14
943491,Tabnak,0,off-topic,0.995994053,0.999093792,0.997257074,0,1020,18,163388,17
1141752,Khabaronline,136,new,0.203700631,0.574363964,0.310234404,0,62760,19,163358,13
163393,Fardanews,99,old,0.959127338,0.967916333,0.959499821,0,78660,20,1141618,8
163395,Fardanews,26,tahlil,0.123910575,0.371271163,0.138511346,1,5940,21,163378,16
943508,Tabnak,0,new,0.392186582,0.605046289,0.428678832,1,41460,22,943445,14
943506,Tabnak,10,old,0.974769174,0.967269545,0.980138829,1,360,23,943508,22
163402,Fardanews,253,old,0.906708108,0.96061689,0.915335437,0,2640,24,1141752,19
943523,Tabnak,0,off-topic,0.293008063,0.425862503,0.251581103,0,9540,25,163378,16
943545,Tabnak,0,tahlil,1,1,1,0,6060,26,163395,21
943549,Tabnak,0,old,0.560217952,0.676577408,0.598579588,1,46680,27,943445,14
1141775,Khabaronline,73,new,0.363703579,0.65485749,0.466958724,0,7500,28,943549,27
943593,Tabnak,0,old,0.4802435,0.625917457,0.506358541,1,10260,29,943549,27
943601,Tabnak,48,new,0.399506196,0.599178287,0.447931735,0,82920,30,1141659,11
1141800,Khabaronline,18,old,0.890164788,0.931489264,0.90334526,0,1560,31,943593,29
1141798,Khabaronline,93,old,0.369535894,0.651474909,0.45042058,0,840,32,943601,30
1141806,Khabaronline,413,new,0.603345572,0.725794851,0.626358161,0,3120,33,943593,29
1141829,Khabaronline,130,off-topic,0.083562612,0.314970394,0.106919202,0,70560,34,943445,14
1141838,Khabaronline,46,new,0.384710068,0.624442711,0.519883061,1,98640,35,1141659,11
163472,Fardanews,25,old,0.956654525,0.974242679,0.969466882,0,13740,36,1141838,35
1141863,Khabaronline,46,off-topic,0.281231137,0.54791725,0.40617254,0,121140,37,943445,14
943718,Tabnak,0,off-topic,0.150434017,0.313091098,0.173988242,1,88440,38,943491,18
943776,Tabnak,0,new,0.173163333,0.484939895,0.208154725,0,90120,39,163402,24
1141920,Khabaronline,0,new,0.110502918,0.312652173,0.132271456,1,105480,40,1141744,15
1141930,Khabaronline,20,off-topic,0.130946209,0.36234284,0.18362523,0,138300,41,943445,14
163537,Fardanews,8,off-topic,0.796388497,0.861703187,0.770510091,0,3840,42,1141930,41
1141952,Khabaronline,4,off-topic,0.214435881,0.489916148,0.253121661,0,142680,43,943445,14
1141942,Khabaronline,17,off-topic,0.146211273,0.414165208,0.215388368,0,660,44,163537,42
1141958,Khabaronline,3,off-topic,0.324361284,0.442075415,0.335034279,1,6540,45,1141920,40
943851,Tabnak,0,off-topic,0.910904144,0.942291676,0.919773179,0,1020,46,1141958,45
943863,Tabnak,0,off-topic,0.906288574,0.926948371,0.909048301,0,3840,47,163537,42
1142008,Khabaronline,96,new,0.111840109,0.21728995,0.108622396,0,156780,48,943445,14
163595,Fardanews,92,new,0.253948642,0.509243549,0.324437348,0,178260,49,943445,14
1142054,Khabaronline,45,off-topic,0.290609632,0.620630987,0.339169025,1,87720,50,1141863,37
944012,Tabnak,3,new,0.297282056,0.649061017,0.398980194,1,211440,51,943445,14
944027,Tabnak,0,off-topic,0.398291208,0.71746128,0.479232955,1,170640,52,943523,25
944099,Tabnak,0,new,0.204022442,0.41186001,0.286581387,0,84600,53,1141958,45
1142134,Khabaronline,3,new,0.285889763,0.495586961,0.336330795,1,85680,54,1141958,45
1142140,Khabaronline,8,new,0.40095847,0.537061761,0.451145194,0,3240,55,944099,53
1142151,Khabaronline,42,off-topic,0.379295168,0.627989582,0.527202912,0,195540,56,943508,22
163680,Fardanews,0,off-topic,0.996987112,0.997264017,0.998441239,0,16920,57,1142151,56
944196,Tabnak,0,off-topic,1,1,1,0,6360,58,163680,57
944236,Tabnak,0,off-topic,0.21324318,0.437102821,0.23147521,1,51540,59,944027,52
163703,Fardanews,7,new,0.212154063,0.538952131,0.301073409,0,295440,60,943445,14
1142209,Khabaronline,11,off-topic,0.347581089,0.69415853,0.453301791,1,175680,61,1141863,37
944271,Tabnak,0,old,0.981318031,0.997962784,0.990247432,0,3120,62,163703,60
163711,Fardanews,0,off-topic,0.163333594,0.273642294,0.180267304,0,85380,63,944027,52
944287,Tabnak,0,off-topic,0.996128354,0.999228097,0.997789244,0,1920,64,163711,63
944301,Tabnak,0,old,1,1,1,0,11400,65,163703,60
944303,Tabnak,0,off-topic,0.191655362,0.41354539,0.24621025,0,330600,66,163358,13
944346,Tabnak,0,new,0.274560582,0.581773023,0.404274092,0,256200,67,1141806,33
163749,Fardanews,2,old,0.389797226,0.606868444,0.472938464,0,260760,68,943593,29
1142253,Khabaronline,81,old,0.853888081,0.853290544,0.868519286,0,180,69,163749,68
944367,Tabnak,0,old,0.990007674,0.993452738,0.99353009,0,4860,70,163749,68
1142294,Khabaronline,197,old,0.166449553,0.492325675,0.214757793,0,345240,71,163402,24
1142295,Khabaronline,39,old,0.948921201,0.934743171,0.959388917,0,69840,72,163749,68
1142358,Khabaronline,51,old,0.290661814,0.487874208,0.333445285,1,184080,73,1142140,55
163797,Fardanews,2,off-topic,0.188930665,0.444035177,0.268093117,0,172020,74,944027,52
1142425,Khabaronline,102,new,0.257327047,0.575764969,0.360461025,0,415380,75,943445,14
944561,Tabnak,0,old,0.886377139,0.96291688,0.909097182,0,3840,76,1142425,75
944569,Tabnak,27,old,0.992997531,0.996868929,0.994384768,1,960,77,944561,76
163832,Fardanews,53,old,0.999248574,0.999375199,0.999175492,0,840,78,944569,77
944587,Tabnak,0,old,1,1,1,0,1260,79,163832,78
163844,Fardanews,5,off-topic,0.202516799,0.402055746,0.275798435,0,159180,80,944236,59
1142453,Khabaronline,3,off-topic,0.730855757,0.872833425,0.788765046,0,1980,81,163844,80
944641,Tabnak,0,off-topic,0.997495679,0.999613228,0.998998865,0,3900,82,163844,80
944651,Tabnak,0,off-topic,1,1,1,1,540,83,944641,82
1142498,Khabaronline,2,off-topic,0.168641257,0.286669031,0.192958452,0,11280,84,163844,80
944687,Tabnak,0,off-topic,0.34078979,0.541779692,0.45309009,0,296940,85,1141958,45
1142518,Khabaronline,1,off-topic,0.655352124,0.770998749,0.704233631,0,1620,86,944687,85
1142560,Khabaronline,4,off-topic,0.186894287,0.428873558,0.257777516,1,11640,87,1142498,84
944820,Tabnak,0,new,0.216595299,0.397703187,0.220902519,0,432180,88,1141838,35
1142618,Khabaronline,11,old,0.299429269,0.507100271,0.362704019,0,297780,89,944012,51
1142667,Khabaronline,0,off-topic,0.569049885,0.626397024,0.578196697,1,75120,90,1142518,86
163958,Fardanews,1,off-topic,0.336953852,0.57623373,0.455338289,0,70560,91,1142560,87
1142682,Khabaronline,12,off-topic,0.714354583,0.819812798,0.754432194,1,71580,92,1142560,87
1142686,Khabaronline,78,new,0.253720442,0.517741818,0.27244843,0,478080,93,163402,24
1142606,Khabaronline,20,tahlil,0.184508423,0.28473715,0.190486469,0,480900,94,943523,25
1142712,Khabaronline,9,off-topic,0.505899247,0.724087157,0.68911352,1,5220,95,1142606,94
945106,Tabnak,0,off-topic,0.168914252,0.362940312,0.223849924,1,158580,96,944687,85
164068,Fardanews,49,new,0.187387839,0.478219108,0.23277896,0,547080,97,943601,30
1142866,Khabaronline,1,off-topic,0.249619583,0.490603524,0.340230371,0,342900,98,944236,59
1142886,Khabaronline,0,off-topic,0.0941013,0.244910526,0.101933204,1,198300,99,1142358,73
164084,Fardanews,0,off-topic,0.268508884,0.484273623,0.35995404,0,3600,100,1142886,99
945194,Tabnak,0,off-topic,0.543736504,0.801143479,0.685456356,0,1680,101,164084,100
1142905,Khabaronline,1,off-topic,0.555141526,0.782452494,0.637958886,0,2280,102,945194,101
164126,Fardanews,0,off-topic,0.252509369,0.474511593,0.281122052,0,459900,103,944027,52
945305,Tabnak,0,off-topic,0.39699201,0.709233974,0.473602256,1,467640,104,944027,52
945346,Tabnak,0,off-topic,0.07373414,0.192111257,0.088810482,0,565740,105,1141863,37
945427,Tabnak,0,new,0.302901239,0.368246881,0.28700302,0,181560,106,1142686,93
1143086,Khabaronline,62,old,0.769564083,0.868862642,0.812312108,0,4200,107,945427,106
1143118,Khabaronline,20,off-topic,0.187495044,0.461312384,0.314408166,1,572700,108,1141942,44
945578,Tabnak,0,off-topic,0.417291963,0.73900788,0.524010924,1,86100,109,945305,104
945610,Tabnak,0,off-topic,0.153603306,0.536403349,0.224545196,0,352680,110,163832,78
1143280,Khabaronline,30,new,0.174996729,0.450848168,0.257689636,1,279900,111,1142686,93
945775,Tabnak,0,tahlil,0.44873185,0.698272124,0.575780007,0,111900,112,1143118,108
1143102,Khabaronline,12,off-topic,0.378974941,0.629827055,0.474671622,1,333540,113,1142667,90
945806,Tabnak,0,off-topic,0.306941687,0.617259837,0.402896298,1,552180,114,944303,66
1143372,Khabaronline,0,off-topic,0.128762076,0.280989188,0.147786167,1,233160,115,1143086,107
164463,Fardanews,1,new,0.199047038,0.506439308,0.261007902,1,986700,116,163358,13
164503,Fardanews,23,new,0.073304953,0.310058478,0.079515602,0,814740,117,944027,52
946060,Tabnak,0,old,1,1,1,0,3420,118,164503,117
946079,Tabnak,0,off-topic,0.122687644,0.289545677,0.112879676,1,977160,119,943601,30
164530,Fardanews,7,off-topic,0.966471838,0.961790104,0.968948844,0,2880,120,946079,119
164533,Fardanews,1,off-topic,0.938362139,0.9282178,0.944832132,0,4680,121,946079,119
946147,Tabnak,0,off-topic,0.091442359,0.306424824,0.102897447,0,330120,122,1143118,108
1143687,Khabaronline,6,off-topic,0.323039411,0.691032461,0.451456063,1,972840,123,1141863,37
1143634,Khabaronline,7,off-topic,0.261520981,0.614149715,0.4006965,0,680400,124,163844,80
164550,Fardanews,6,off-topic,0.228692315,0.619892037,0.444088743,0,343320,125,945578,109
1143711,Khabaronline,5,off-topic,0.371949558,0.609584966,0.471122496,0,594540,126,163958,91
946397,Tabnak,0,off-topic,0.997048015,0.999827853,0.999132804,0,30480,127,1143634,124
1144106,Khabaronline,5,off-topic,0.134187994,0.307739671,0.138394739,1,1155060,128,1141958,45
946787,Tabnak,0,off-topic,1,1,1,0,2280,129,1144106,128
946803,Tabnak,0,off-topic,0.222909103,0.405983669,0.285480573,0,4080,130,1144106,128
947514,Tabnak,0,new,0.641422224,0.726054598,0.672024881,0,1126140,131,1142618,89
165257,Fardanews,1,old,0.969526094,0.991105818,0.977100808,0,1500,132,947514,131
947529,Tabnak,0,old,0.98559816,0.983790241,0.98229819,1,1620,133,947514,131
1144651,Khabaronline,0,old,0.982147299,0.980704582,0.980644778,0,780,134,947529,133
947598,Tabnak,0,old,0.194860823,0.45053134,0.281692174,1,13380,135,947514,131
165279,Fardanews,4,old,0.990970171,0.985432057,0.986625956,0,120,136,947598,135
947637,Tabnak,0,old,0.998944253,0.998749218,0.99931639,0,3900,137,165279,136
1144720,Khabaronline,6,old,0.996715081,0.999034283,0.998085164,0,5160,138,947598,135
947667,Tabnak,0,tahlil,0.265600197,0.490220993,0.328601299,0,13080,139,1144720,138
1144804,Khabaronline,57,new,0.340807593,0.638518827,0.441016121,0,1281180,140,944561,76
947728,Tabnak,0,old,0.925253201,0.973400515,0.961308755,0,13980,141,1144804,140
947765,Tabnak,0,off-topic,0.267110766,0.508495281,0.36540016,1,859440,142,945806,114
165550,Fardanews,46,off-topic,0.188137488,0.517958956,0.306842452,0,1470000,143,1142358,73
948230,Tabnak,0,off-topic,0.992295375,0.992194314,0.988645239,0,7680,144,165550,143
948335,Tabnak,0,off-topic,0.14816246,0.428036635,0.190636331,0,1198620,145,1143118,108
1145553,Khabaronline,2,new,0.260639182,0.433644148,0.274548508,1,1447980,146,1143280,111
949322,Tabnak,0,off-topic,0.196653332,0.331082438,0.201314244,1,2019540,147,944346,67
1145808,Khabaronline,6,old,0.917141473,0.937671079,0.918368971,1,100500,148,1145553,146
166134,Fardanews,0,old,0.951015493,0.959646103,0.947379588,0,18300,149,1145808,148
1146246,Khabaronline,0,off-topic,0.330899923,0.733903809,0.491129437,0,1817040,150,945194,101
1146264,Khabaronline,1,new,0.200790607,0.367859893,0.282617196,1,1828560,151,1142866,98
1146265,Khabaronline,10,old,0.995081601,0.995525705,0.996140262,1,300,152,1146264,151
166239,Fardanews,0,off-topic,0.422972442,0.752572095,0.572705602,0,480,153,1146265,152
1146313,Khabaronline,0,new,0.335278294,0.563544513,0.380639045,1,140400,154,1145808,148
166391,Fardanews,1,off-topic,0.274514868,0.48206831,0.332047816,1,1902060,155,164126,103
1146971,Khabaronline,24,new,0.256187097,0.508483014,0.289516496,0,2347740,156,944820,88
950538,Tabnak,0,old,0.940599693,0.936079356,0.930136573,0,1260,157,1146971,156
168189,Fardanews,0,new,0.276557259,0.591317089,0.405187766,0,2462160,158,947728,141
953969,Tabnak,0,old,1,1,1,0,6420,159,168189,158
1149505,Khabaronline,13,old,0.604888645,0.690006958,0.620674375,0,17820,160,168189,158
954031,Tabnak,0,old,0.90135671,0.917416782,0.910240555,0,660,161,1149505,160
954083,Tabnak,2,old,0.963737646,0.9875,0.975810631,0,24300,162,168189,158
954124,Tabnak,0,old,0.716985818,0.785404293,0.727883079,1,56040,163,954083,162
1149575,Khabaronline,0,off-topic,0.250880204,0.576105454,0.285892553,0,3060,164,954124,163
956850,Tabnak,0,new,0.453413967,0.56947982,0.450048694,0,1204320,165,168189,158
956853,Tabnak,0,off-topic,0.333188348,0.562463889,0.425311458,1,4694220,166,945346,105
956998,Tabnak,0,new,0.197358144,0.507235048,0.252303882,0,5332860,167,1141838,35
169624,Fardanews,2,old,0.835536575,0.962628907,0.855718051,0,1080,168,956998,167
1151657,Khabaronline,46,old,0.522462928,0.582291218,0.508789829,0,5446560,169,943361,10
169650,Fardanews,51,old,0.339555115,0.553509304,0.440122279,0,4902240,170,1142686,93
957043,Tabnak,0,old,1,1,1,0,15840,171,169624,168
957073,Tabnak,0,off-topic,0.169743783,0.340192462,0.19249587,1,5340060,172,943718,38
169698,Fardanews,5,old,0.580010208,0.727118516,0.641361916,0,1218600,173,954124,163
1151769,Khabaronline,628,off-topic,0.153340522,0.318765669,0.162973639,1,67320,174,1151657,169
1151875,Khabaronline,26,new,0.176267968,0.430527414,0.226841579,0,95640,175,169650,170
957321,Tabnak,0,old,0.34619213,0.531817136,0.410507657,0,5447760,176,1141838,35
1151888,Khabaronline,248,new,0.582292832,0.673472683,0.5860064,1,126900,177,1151657,169
169795,Fardanews,15,old,0.397132909,0.61580312,0.435892109,1,140940,178,169624,168
169796,Fardanews,1,old,0.309154135,0.507654129,0.394776788,0,168300,179,956850,165
957327,Tabnak,0,old,0.901445479,0.94881133,0.918051673,0,2040,180,169795,178
957352,Tabnak,0,old,0.952099727,0.954637306,0.953243873,1,2820,181,957327,180
957357,Tabnak,0,old,1,1,1,0,5280,182,169796,179
1151903,Khabaronline,521,new,0.504399282,0.671255343,0.55666318,0,6720,183,169796,179
1152002,Khabaronline,0,off-topic,0.248192575,0.514299588,0.285146555,1,5471400,184,1141863,37
169859,Fardanews,127,tahlil,0.217392947,0.586756857,0.324672737,0,4813500,185,945775,112
957949,Tabnak,0,tahlil,0.218169473,0.410679606,0.261959565,0,293580,186,1151903,183
957960,Tabnak,0,off-topic,0.306355302,0.515749749,0.385563342,1,469980,187,956853,166
1152844,Khabaronline,159,new,0.207238025,0.449789834,0.301739984,0,455100,188,169650,170
170227,Fardanews,2,old,0.923631872,0.963984275,0.932111531,0,5220,189,1152844,188
958180,Tabnak,0,old,1,1,1,0,9480,190,170227,189
170269,Fardanews,6,old,1,1,1,1,46200,191,170227,189
958252,Tabnak,0,old,1,1,1,0,56460,192,170227,189
958256,Tabnak,0,off-topic,0.419964483,0.755004728,0.526167148,1,5725140,193,944027,52
170298,Fardanews,19,new,0.298544023,0.622305914,0.453598802,1,57660,194,170227,189
958329,Tabnak,0,old,1,1,1,0,13140,195,170298,194
1153832,Khabaronline,0,off-topic,0.202751063,0.505817342,0.270242465,0,5792880,196,945578,109
171473,Fardanews,0,off-topic,0.296522639,0.482867093,0.364074369,1,6368340,197,163844,80
1154414,Khabaronline,2,off-topic,0.193489386,0.401651355,0.245130084,0,6409740,198,944687,85
1155110,Khabaronline,5,off-topic,0.25504442,0.435281051,0.293587774,0,6827940,199,945578,109
1158556,Khabaronline,1,off-topic,0.180756956,0.492715773,0.21678119,0,7296600,200,948335,145
175027,Fardanews,0,off-topic,0.35389863,0.557403879,0.521972319,0,132600,201,1158556,200
966927,Tabnak,0,off-topic,1,1,1,0,7560,202,175027,201
175125,Fardanews,1,off-topic,0.117337739,0.399588292,0.216172519,1,9455940,203,163358,13
967098,Tabnak,2,off-topic,0.859748768,0.903851452,0.883545584,0,1320,204,175125,203
175508,Fardanews,5,off-topic,0.269519457,0.550893294,0.375205816,1,308040,205,175027,201
1159158,Khabaronline,0,off-topic,0.464764419,0.582069786,0.472161122,0,16620,206,175508,205
967527,Tabnak,2,off-topic,0.191517279,0.515605248,0.276666033,0,9073860,207,164084,100
968527,Tabnak,0,off-topic,0.201838587,0.509452309,0.270556699,1,9369960,208,945578,109
1159889,Khabaronline,10,off-topic,0.913374345,0.97590916,0.950932844,0,9960,209,968527,208
977160,Tabnak,83,off-topic,0.231290293,0.472111778,0.21103557,1,11712720,210,947728,141
182809,Fardanews,2,off-topic,0.985953143,0.99607229,0.995502212,0,1200,211,977160,210
977238,Tabnak,0,off-topic,0.994543264,0.998714479,0.998219193,0,14580,212,182809,211
1164919,Khabaronline,2,off-topic,0.912078716,0.989267723,0.980897675,0,23400,213,182809,211
985437,Tabnak,0,off-topic,0.185163328,0.469894436,0.213261071,1,15941340,214,943445,14
188356,Fardanews,0,off-topic,0.967767604,0.986846222,0.97448956,0,33900,215,985437,214
985520,Tabnak,0,off-topic,0.975921524,0.993727517,0.985663705,0,9060,216,188356,215
1168639,Khabaronline,10,off-topic,0.872946854,0.948215461,0.865576319,0,13380,217,188356,215
994040,Tabnak,0,off-topic,0.189514663,0.364074573,0.232173142,1,19135500,218,944303,66
194480,Fardanews,0,off-topic,0.955564384,0.993104393,0.980360644,0,58680,219,994040,218
997667,Tabnak,0,off-topic,0.193626219,0.529242764,0.342852051,1,20200440,220,945775,112
997799,Tabnak,0,off-topic,0.302117586,0.498364275,0.346273811,0,27737640,221,1127859,0
997812,Tabnak,0,off-topic,0.286072009,0.540979623,0.388334458,1,20224320,222,945806,114
999054,Tabnak,0,off-topic,0.33890668,0.564724752,0.406023145,1,1066300,223,997812,222
1015473,Tabnak,0,off-topic,0.248973619,0.416871338,0.263092325,0,36687760,224,1141659,11
1015474,Tabnak,26,off-topic,0.999720756,0.998863208,0.999190341,1,360,225,1015473,224
221055,Fardanews,2,off-topic,0.989677596,0.985991955,0.990951226,0,1680,226,1015474,225
221110,Fardanews,0,off-topic,0.478982983,0.462651723,0.361837737,1,16680,227,221055,226
1209846,Khabaronline,6,off-topic,0.177124207,0.45438976,0.272646235,0,36600,228,1015473,224
226939,Fardanews,0,off-topic,0.204299807,0.590408936,0.31872283,0,39123460,229,945194,101
1220907,Khabaronline,8,off-topic,0.131897654,0.42094054,0.184091405,0,39624700,230,946397,127
1221054,Khabaronline,10,off-topic,0.992867262,0.997689222,0.996668662,1,14640,231,1220907,230
1040713,Tabnak,0,off-topic,0.148145195,0.440550251,0.222561073,0,47306080,232,163832,78
1045158,Tabnak,5,off-topic,0.180928941,0.433019897,0.223031639,0,49770940,233,1142209,61
246362,Fardanews,0,off-topic,0.10476722,0.281154319,0.101895168,1,49655440,234,164550,125
1060893,Tabnak,0,off-topic,0.279240864,0.611342673,0.356434068,1,57339980,235,944012,51
1253616,Khabaronline,41,off-topic,0.900366904,0.980369758,0.941968203,0,11700,236,1060893,235
258572,Fardanews,1,off-topic,0.995615894,0.998733143,0.997497688,0,12300,237,1060893,235
1061053,Tabnak,0,off-topic,0.990510783,0.997188272,0.994112473,1,73260,238,1060893,235
1081049,Tabnak,0,off-topic,0.221874412,0.510176787,0.276971407,0,30157960,239,221055,226
